Reference,Data.source,Region,Seamounts,Measurement,Phylum,Class,Order,Family,Taxon,Recovery.potential,time.since.TC,Type.n,n.TC,n.TA,n.NT,m.TC,m.TA,m.NT,s.TC,s.TA,s.NT,pre.S.TA,pre.S.NT,S.pooled.TA,S.pooled.NT,d.TA,d.NT,df.TA,df.NT,J.TA,J.NT,g.TA,g.NT,TA.Vd,NT.Vd,TA.Vg,NT.Vg,se.TA,se.NT,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baco et al. 2019,Supplementary material,Hawaii,Emperor/NWHR,ind/transect (std to mean no. images per transect),Cnidaria,Anthozoa,Pennatulacea,,Pennatulacea,Medium,30,number of transects,52,46,NA,1.560155792,0.112413121,NA,3.860554638,0.470787776,NA,8.021581651,#VALUE!,2.832239688,#VALUE!,0.511165308,#VALUE!,96,#VALUE!,0.992167102,#VALUE!,0.507161402,#VALUE!,0.042303012,#VALUE!,0.041642897,#VALUE!,0.39996919,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Polychaeta,,,,Polychaetes,High,0,number of images,107,131,52,0.013351135,0,0,0.138105213,0,0,0.008566709,0.012877346,0.092556517,0.113478393,0.144248458,0.117653542,236,157,0.996818664,0.995215311,0.143789555,0.117090606,0.017023096,0.028620093,0.016914956,0.028346872,0.254912717,0.329995974,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Polychaeta,,,,Polychaetes,High,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Polychaeta,,,,Polychaetes,High,5,number of images,330,199,90,1.245373443,0.039748012,0.444916412,3.368293767,0.379485014,1.95914817,7.13690951,8.960417091,2.671499487,2.993395579,0.451291657,0.267407702,527,418,0.998576175,0.998204668,0.450649097,0.266927616,0.008247928,0.014226541,0.008224457,0.014175504,0.177750036,0.233359418,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Polychaeta,,,,Polychaetes,High,8,number of images,375,234,220,0.04743714,0.114799621,0.250267699,0.450148564,0.613670269,1.20117807,0.269408178,0.266877719,0.519045449,0.51660209,-0.12978147,-0.392624349,607,593,0.998763906,0.998734711,-0.129621047,-0.392127566,0.006954,0.007341662,0.006936819,0.007323095,0.163243628,0.167727169,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Polychaeta,,,,Polychaetes,High,10,number of images,196,222,95,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,416,289,0.998196031,0.997402597,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Polychaeta,,,,Polychaetes,High,15,number of images,270,343,347,5.247997011,1.649823759,2.879047434,36.76719378,6.253904792,9.141688988,617.0497741,613.2908248,24.84048659,24.76470926,0.144851158,0.095658283,611,615,0.998772002,0.998779992,0.144673281,0.09554158,0.00663627,0.006592963,0.006619981,0.006576886,0.159472001,0.158952088,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Polyplacophora,,,Polyplacophora,High,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Polyplacophora,,,Polyplacophora,High,5,number of images,330,199,90,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,527,418,0.998576175,0.998204668,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Polyplacophora,,,Polyplacophora,High,8,number of images,375,234,220,0,0,0.026427061,0,0,0.391976664,0,0,0,0,#DIV/0!,#DIV/0!,607,593,0.998763906,0.998734711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Polyplacophora,,,Polyplacophora,High,15,number of images,270,343,347,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,611,615,0.998772002,0.998779992,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Porifera,,,,Porifera,Medium,0,number of images,107,131,52,1.321481387,0.493170588,0.753067677,2.189878882,0.669656435,0.897274272,2.400964132,3.383444559,1.54950448,1.839414189,0.534564959,0.309018879,236,157,0.996818664,0.995215311,0.532864328,0.30754032,0.017579718,0.028876855,0.017468042,0.028601183,0.259046769,0.331472929,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Porifera,,,,Porifera,Medium,0,number of images,35,32,13,1.058333333,3.276041667,3.096153846,1.940658663,6.309966645,2.990696638,20.95900548,13.17037944,4.578100641,3.62910174,-0.484416684,-0.561522013,65,46,0.988416988,0.983606557,-0.47880568,-0.552316734,0.061572619,0.108778953,0.060154487,0.105241664,0.48071767,0.635843043,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Porifera,,,,Porifera,Medium,5,number of images,330,199,90,1.149630652,1.640812653,3.209861137,1.762248385,2.680630435,4.489554038,4.638520341,3.974282897,2.153722438,1.993560357,-0.228061886,-1.033442744,527,418,0.998576175,0.998204668,-0.227737166,-1.031587371,0.00810459,0.015412847,0.008081527,0.015357555,0.176198734,0.242894179,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Porifera,,,,Porifera,Medium,8,number of images,375,234,220,1.711644589,2.615690086,5.001474573,2.741771117,4.442216957,6.008460835,12.20647518,12.02877631,3.493776635,3.46825263,-0.258758814,-0.948555464,607,593,0.998763906,0.998734711,-0.258438963,-0.947355268,0.006995143,0.00796822,0.006977861,0.007948068,0.163725835,0.174737803,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Porifera,,,,Porifera,Medium,10,number of images,196,222,95,1.864910389,0.829690466,1.087573844,3.777980788,1.745247453,1.607871279,8.308662186,10.62136889,2.882475011,3.259044167,0.359142723,0.238516726,416,289,0.998196031,0.997402597,0.35849484,0.237897202,0.009760832,0.015726106,0.009725647,0.015644518,0.193292643,0.245152975,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Porifera,,,,Porifera,Medium,15,number of images,270,343,347,6.124302476,6.206791201,11.2427009,8.286293839,8.796812552,9.615688715,73.54427926,73.56925247,8.57579613,8.577252035,-0.009618783,-0.596741055,611,615,0.998772002,0.998779992,-0.009606971,-0.596013026,0.006619231,0.006874122,0.006602984,0.006857359,0.159267147,0.162305977,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baco et al. 2019,Supplementary material,Hawaii,Emperor/NWHR,ind/transect (std to mean no. images per transect),Porifera,,,,Porifera,Medium,30,number of transects,52,46,NA,80.87929545,43.37925958,NA,152.3856852,100.790706,NA,17098.28894,#VALUE!,130.7604257,#VALUE!,0.28678429,#VALUE!,96,#VALUE!,0.992167102,#VALUE!,0.284537938,#VALUE!,0.041389518,#VALUE!,0.040743658,#VALUE!,0.395627143,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,0,number of images,107,131,52,0.04660755,0.065502797,0.050817727,0.165148795,0.206258238,0.166128772,0.035684649,0.032233903,0.188903808,0.179538025,-0.10002576,-0.023450055,236,157,0.996818664,0.995215311,-0.099707544,-0.023337854,0.017000401,0.028578293,0.016892405,0.028305471,0.254742743,0.329754903,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,0,number of images,35,32,13,0.2,0.03125,0,0.497522457,0.176776695,0,0.144380342,0.191108092,0.379974133,0.437159115,0.444109178,0.457499325,65,46,0.988416988,0.983606557,0.438965056,0.449999336,0.061293316,0.107674772,0.059881617,0.104173389,0.479626127,0.632607692,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,5,number of images,330,199,90,0.385616828,0.179712975,0.282880728,1.035030583,0.553322913,0.776701075,0.783823093,0.908379544,0.885337841,0.953089473,0.232570939,0.107792712,527,418,0.998576175,0.998204668,0.232239799,0.107599189,0.008106553,0.014155247,0.008083485,0.014104465,0.176220073,0.232773956,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,8,number of images,375,234,220,0.619462549,0.532182737,0.869188585,1.340105961,0.995125174,1.378300269,1.486646588,1.498365331,1.219281177,1.224077339,0.071583006,-0.204011649,607,593,0.998763906,0.998734711,0.071494523,-0.203753515,0.006944378,0.007247097,0.006927221,0.007228769,0.163130657,0.166643447,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,10,number of images,196,222,95,0.093929826,0.066654278,0.083826306,0.224159899,0.389587379,0.224804835,0.104185826,0.083271475,0.322778293,0.288567973,0.084502423,0.035012616,416,289,0.998196031,0.997402597,0.084349983,0.034921674,0.009615087,0.015630463,0.009580427,0.015549371,0.19184413,0.244406351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Malacostraca,Decapoda,,Prawns,High,15,number of images,270,343,347,1.256048728,0.367463462,0.890031805,2.696014551,0.961499887,1.527462393,3.71750878,3.699342752,1.928084225,1.923367555,0.460864341,0.19030004,611,615,0.998772002,0.998779992,0.460298401,0.190067873,0.006792399,0.006614895,0.006775727,0.006598764,0.161337013,0.159216247,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,0,number of images,107,131,52,0,0.005203742,0.039983491,0,0.042589453,0.159656135,0.000999161,0.000589216,0.031609508,0.024273775,-0.164625831,-1.647188807,236,157,0.996818664,0.995215311,-0.164102101,-1.639307521,0.017036318,0.037108736,0.016928094,0.036754478,0.2550117,0.375760568,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,5,number of images,330,199,90,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,527,418,0.998576175,0.998204668,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,8,number of images,375,234,220,0,0,0.005347594,0,0,0.079317631,0,0,0,0,#DIV/0!,#DIV/0!,607,593,0.998763906,0.998734711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,10,number of images,196,222,95,0.002761908,0.028350886,0.058692801,0.022845816,0.127250876,0.208171519,0.008847073,0.005619026,0.094058878,0.074960161,-0.272052769,-0.746141584,416,289,0.998196031,0.997402597,-0.271561995,-0.744203554,0.009695077,0.016584933,0.00966013,0.016498889,0.192640478,0.251758083,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Primnoidae,Medium,15,number of images,270,343,347,0,0.007362252,0,0,0.13635082,0,0.010406397,0.010459634,0.102011751,0.102272352,-0.072170629,0,611,615,0.998772002,0.998779992,-0.072082004,0,0.006623404,0.006585548,0.006607147,0.006569489,0.159317343,0.158862674,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,0,number of images,107,131,52,0,0,0.011515431,0,0,0.083038952,0,0,0,0,#DIV/0!,#DIV/0!,236,157,0.996818664,0.995215311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,5,number of images,330,199,90,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,527,418,0.998576175,0.998204668,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,8,number of images,375,234,220,0,0,0.029311013,0,0,0.261408067,0,0,0,0,#DIV/0!,#DIV/0!,607,593,0.998763906,0.998734711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,10,number of images,196,222,95,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,416,289,0.998196031,0.997402597,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Arthropoda,Pycnogonida,,,Pycnogonids,High,15,number of images,270,343,347,0,0.008282534,0.066011937,0,0.153394672,0.563594461,0.013170597,0.013237974,0.11476322,0.115056396,-0.072170629,-0.573735481,611,615,0.998772002,0.998779992,-0.072082004,-0.573035519,0.006623404,0.0068523,0.006607147,0.006835591,0.159317343,0.16204816,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Scaphopoda,,,Scaphopods,NA,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Scaphopoda,,,Scaphopods,NA,5,number of images,330,199,90,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,527,418,0.998576175,0.998204668,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Scaphopoda,,,Scaphopods,NA,8,number of images,375,234,220,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,607,593,0.998763906,0.998734711,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Mollusca,Scaphopoda,,,Scaphopods,NA,15,number of images,270,343,347,0.009545628,0.045635016,0.008095068,0.156850675,0.419816447,0.150794418,0.109482904,0.109917135,0.33088201,0.331537531,-0.109070265,0.00437525,611,615,0.998772002,0.998779992,-0.108936327,0.004369912,0.006628859,0.006585564,0.006612589,0.006569505,0.159382935,0.158862861,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (colonial unid),Low,0,number of images,107,131,52,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,236,157,0.996818664,0.995215311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (colonial unid),Low,10,number of images,196,222,95,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,416,289,0.998196031,0.997402597,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (live colony),Low,0,number of images,35,32,13,0,0,1.868589744,0,0,2.807369093,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (live colony),Low,5,number of images,330,199,90,0.014186812,0,3.186420202,0.257716237,0,5.00326573,0.041463776,0.0522761,0.203626559,0.228639673,0.069670734,-13.87437863,527,418,0.998576175,0.998204668,0.069571535,-13.84946951,0.008060017,0.243306155,0.008037081,0.242433309,0.175713544,0.965055334,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (live colony),Low,8,number of images,375,234,220,0.191952615,0,4.299613681,2.335539525,0,7.522960168,3.360913644,3.440260678,1.833279478,1.854793972,0.104704502,-2.214618512,607,593,0.998763906,0.998734711,0.104575078,-2.21181638,0.006949172,0.011333579,0.006932003,0.011304917,0.163186953,0.208396183,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (live colony),Low,15,number of images,270,343,347,0.277564242,0.011569254,8.621111763,2.232744691,0.214265574,11.74982745,2.220468366,2.206324896,1.490123608,1.485370289,0.178505318,-5.617149866,611,615,0.998772002,0.998779992,0.178286114,-5.610296898,0.006645146,0.032154732,0.006628835,0.032076322,0.159578615,0.351033327,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,0,number of images,107,131,52,0.145929964,0.190967689,0.241190734,0.51764784,0.650315445,0.677686014,0.353313591,0.318293652,0.594401877,0.564175196,-0.075769822,-0.168849624,236,157,0.996818664,0.995215311,-0.075528773,-0.168041731,0.016991443,0.028666218,0.016883504,0.028392557,0.254675617,0.330261784,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,0,number of images,35,32,13,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,65,46,0.988416988,0.983606557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,5,number of images,330,199,90,0.011348169,0.05302404,0.040909948,0.161761475,0.316335689,0.219025474,0.053932421,0.041901782,0.232233549,0.204699247,-0.179456722,-0.14441567,527,418,0.998576175,0.998204668,-0.179201207,-0.144156396,0.008085868,0.014166243,0.008062859,0.014115422,0.175995106,0.232864349,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,8,number of images,375,234,220,0.03365192,0.115858003,0.215382395,0.224005835,0.699683583,0.772766898,0.21883626,0.212444873,0.46779938,0.460917426,-0.175729356,-0.394279898,607,593,0.998763906,0.998734711,-0.175512138,-0.39378102,0.006965525,0.007342757,0.006948315,0.007324187,0.163378847,0.167739674,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,10,number of images,196,222,95,0.910788214,0.70062811,0.439952515,3.096644871,2.027564636,1.130078328,6.678920435,7.807375674,2.58436074,2.794168154,0.081319957,0.168506573,416,289,0.998196031,0.997402597,0.081173258,0.168068893,0.009614456,0.015677144,0.009579798,0.01559581,0.191837832,0.244771047,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clark et al. 2019,Data used for PRIMER analyses obtained from authors,New Zealand,Graveyard,ind/5m2,Cnidaria,Anthozoa,Scleractinia,,Scleractinia (solitary),Medium,15,number of images,270,343,347,0.042653603,0.181401073,0.433698215,0.330990365,1.043331669,1.140800832,0.657530614,0.660333933,0.810882614,0.812609336,-0.171106727,-0.481220919,611,615,0.998772002,0.998779992,-0.170896608,-0.480633826,0.006643036,0.006773209,0.006626731,0.006756692,0.15955328,0.16111024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baco et al. 2019,Supplementary material,Hawaii,Emperor/NWHR,ind/transect (std to mean no. images per transect),Cnidaria,Anthozoa,Scleractinia,,Scleractinian Bush,Low,30,number of transects,52,46,NA,0.468306695,3.863909378,NA,3.022330431,18.57922274,NA,166.659342,#VALUE!,12.9096608,#VALUE!,-0.263028033,#VALUE!,96,#VALUE!,0.992167102,#VALUE!,-0.260967761,#VALUE!,0.041322878,#VALUE!,0.040678058,#VALUE!,0.39530852,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baco et al. 2019,Supplementary material,Hawaii,Emperor/NWHR,ind/transect (std to mean no. images per transect),Cnidaria,Anthozoa,Scleractinia,,Scleractinian Fan,Low,30,number of transects,52,46,NA,3.400290956,6.436682455,NA,10.99837778,30.16593161,NA,490.8170246,#VALUE!,22.15439064,#VALUE!,-0.13705597,#VALUE!,96,#VALUE!,0.992167102,#VALUE!,-0.135982425,#VALUE!,0.041065738,#VALUE!,0.04042493,#VALUE!,0.394076657,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alyconacea,,Soft corals,High,0,number of images,107,131,52,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,236,157,0.996818664,0.995215311,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams et al. 2010,Data used for PRIMER analyses obtained from authors,Australia,Tasmanian,ind/m2,Cnidaria,Anthozoa,Alyconacea,,Soft corals,High,10,number of images,196,222,95,0,0,0.040810788,0,0,0.333233248,0,0,0,0,#DIV/0!,#DIV/0!,416,289,0.998196031,0.997402597,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
